lon,lat,period,zone
35.62292344,32.95285991,Early Pliocene,3
35.62316504,32.95451966,Early Pliocene,3
35.62375464,32.95538413,Early Pliocene,3
35.62510153,32.95843103,Early Pliocene,3
35.6254045,32.96065205,Early Pliocene,3
35.62614022,32.96259595,Early Pliocene,3
35.62676549,32.9639059,Early Pliocene,3
35.6269686,32.96539132,Early Pliocene,3
35.62712096,32.96650523,Early Pliocene,3
35.6277951,32.96818012,Early Pliocene,3
35.62799789,32.96966321,Early Pliocene,3
35.62830203,32.97188742,Early Pliocene,3
35.62855541,32.97374045,Early Pliocene,3
35.62880875,32.97559307,Early Pliocene,3
35.62901139,32.97707481,Early Pliocene,3
35.62837581,32.97893966,Early Pliocene,3
35.6281587,32.98061752,Early Pliocene,3
35.62831113,32.98173157,Early Pliocene,3
35.62725016,32.98380786,Early Pliocene,3
35.62567915,32.98558075,Early Pliocene,3
35.62328581,32.98513682,Early Pliocene,3
35.5196991,32.82873319,Early Pliocene,4
35.51535786,32.82912777,Early Pliocene,4
35.51294993,32.82986604,Early Pliocene,4
35.51115631,32.83055717,Early Pliocene,4
35.50874909,32.83129506,Early Pliocene,4
35.50510718,32.83151883,Early Pliocene,4
35.50208918,32.83168856,Early Pliocene,4
35.49894313,32.83020869,Early Pliocene,4
35.49648034,32.82920753,Early Pliocene,4
35.49325398,32.82846699,Early Pliocene,4
35.49010331,32.82763184,Early Pliocene,4
35.48824445,32.82592713,Early Pliocene,4
35.48626354,32.82441075,Early Pliocene,4
35.48438468,32.82346366,Early Pliocene,4
35.48116986,32.8227679,Early Pliocene,4
35.47807079,32.82310868,Early Pliocene,4
35.47574539,32.82437603,Early Pliocene,4
35.47349512,32.82614361,Early Pliocene,4
35.46930526,32.82819732,Early Pliocene,4
35.46683117,32.82903889,Early Pliocene,4
35.46401379,32.83023642,Early Pliocene,4
35.46183477,32.83134986,Early Pliocene,4
35.45972714,32.83239253,Early Pliocene,4
35.4567686,32.83258974,Early Pliocene,4
35.45442198,32.83273043,Early Pliocene,4
35.45335503,32.83094257,Early Pliocene,4
35.45467393,32.8289726,Early Pliocene,4
35.45653303,32.82701134,Early Pliocene,4
35.45815071,32.82360314,Early Pliocene,4
35.45987626,32.82296004,Early Pliocene,4
35.46147313,32.82014679,Early Pliocene,4
35.46256093,32.81844141,Early Pliocene,4
35.4632904,32.81541811,Early Pliocene,4
35.46375357,32.81265349,Early Pliocene,4
35.46305406,32.80996477,Early Pliocene,4
35.45890725,32.808034,Early Pliocene,4
35.45659621,32.80817138,Early Pliocene,4
35.4537123,32.80834275,Early Pliocene,4
35.45140906,32.80847958,Early Pliocene,4
35.44792346,32.80760522,Early Pliocene,4
35.4496264,32.80696303,Early Pliocene,4
35.45191998,32.80571968,Early Pliocene,4
35.4555481,32.8042568,Early Pliocene,4
35.4592574,32.80272485,Early Pliocene,4
35.46169333,32.8019161,Early Pliocene,4
35.4642551,32.79933969,Early Pliocene,4
35.46468481,32.79776383,Early Pliocene,4
35.46569554,32.79449275,Early Pliocene,4
35.46536514,32.7914571,Early Pliocene,4
35.46504387,32.78951089,Early Pliocene,4
35.46357244,32.78764433,Early Pliocene,4
35.46170209,32.78623554,Early Pliocene,4
35.45939808,32.78585934,Early Pliocene,4
35.45716037,32.78598286,Early Pliocene,4
35.454866,32.78560762,Early Pliocene,4
35.45307205,32.78470413,Early Pliocene,4
35.45169925,32.78278613,Early Pliocene,4
35.45002935,32.77945015,Early Pliocene,4
35.44909419,32.77757502,Early Pliocene,4
35.44836526,32.7755769,Early Pliocene,4
35.44696388,32.77340279,Early Pliocene,4
35.44566391,32.77146565,Early Pliocene,4
35.44667963,32.76986186,Early Pliocene,4
35.44884737,32.76816238,Early Pliocene,4
35.44968095,32.76560298,Early Pliocene,4
35.44980485,32.76315998,Early Pliocene,4
35.44833831,32.76131445,Early Pliocene,4
35.44554685,32.76151398,Early Pliocene,4
35.44340565,32.76215365,Early Pliocene,4
35.44116653,32.76284124,Early Pliocene,4
35.43943544,32.76299039,Early Pliocene,4
35.43586269,32.76229906,Early Pliocene,4
35.43328848,32.76054034,Early Pliocene,4
35.43131796,32.75923988,Early Pliocene,4
35.42988847,32.75738601,Early Pliocene,4
35.42956514,32.7544167,Early Pliocene,4
35.42936365,32.75191798,Early Pliocene,4
35.42912356,32.74892367,Early Pliocene,4
35.4290279,32.74741951,Early Pliocene,4
35.42889069,32.74439823,Early Pliocene,4
35.4276329,32.74249833,Early Pliocene,4
35.42581711,32.74115796,Early Pliocene,4
35.4234434,32.74037484,Early Pliocene,4
35.42224112,32.73897536,Early Pliocene,4
35.42199333,32.73601545,Early Pliocene,4
35.4216224,32.7315844,Early Pliocene,4
35.42139336,32.72863241,Early Pliocene,4
35.42122374,32.72617123,Early Pliocene,4
35.42105438,32.7237142,Early Pliocene,4
35.42085152,32.72077122,Early Pliocene,4
35.42188202,32.71870018,Early Pliocene,4
35.42284892,32.71614958,Early Pliocene,4
35.42380287,32.71360441,Early Pliocene,4
35.42550658,32.71295138,Early Pliocene,4
35.42770631,32.71127089,Early Pliocene,4
35.4305716,32.71050746,Early Pliocene,4
35.43231628,32.71034087,Early Pliocene,4
35.4347295,32.71109042,Early Pliocene,4
35.43790163,32.71373015,Early Pliocene,4
35.43861607,32.71513494,Early Pliocene,4
35.44054047,32.71691676,Early Pliocene,4
35.44307881,32.71863818,Early Pliocene,4
35.44569346,32.72084198,Early Pliocene,4
35.44756903,32.72164248,Early Pliocene,4
35.45058143,32.72183848,Early Pliocene,4
35.45304991,32.72258021,Early Pliocene,4
35.45546853,32.72283439,Early Pliocene,4
35.45724464,32.72265948,Early Pliocene,4
35.46079461,32.72230975,Early Pliocene,4
35.46316896,32.72207434,Early Pliocene,4
35.46431139,32.7214684,Early Pliocene,4
35.46714752,32.72020922,Early Pliocene,4
35.47142708,32.71886249,Early Pliocene,4
35.47468074,32.71809079,Early Pliocene,4
35.4769001,32.71789754,Early Pliocene,4
35.47912333,32.71770389,Early Pliocene,4
35.48079325,32.71755843,Early Pliocene,4
35.48302318,32.71736416,Early Pliocene,4
35.48635373,32.71707788,Early Pliocene,4
35.48843758,32.71743396,Early Pliocene,4
35.48950732,32.71887684,Early Pliocene,4
35.49069545,32.72080204,Early Pliocene,4
35.49087668,32.72330407,Early Pliocene,4
35.48929549,32.72546331,Early Pliocene,4
35.48710151,32.72717325,Early Pliocene,4
35.48545769,32.72884245,Early Pliocene,4
35.48379496,32.73052045,Early Pliocene,4
35.48157991,32.73275903,Early Pliocene,4
35.4793843,32.73447248,Early Pliocene,4
35.47771835,32.73615557,Early Pliocene,4
35.47646783,32.73994926,Early Pliocene,4
35.47483948,32.74267367,Early Pliocene,4
35.47377006,32.74430964,Early Pliocene,4
35.47273505,32.74593026,Early Pliocene,4
35.47064916,32.74918184,Early Pliocene,4
35.47069633,32.74968769,Early Pliocene,4
35.47202411,32.75109659,Early Pliocene,4
35.47736246,32.75060381,Early Pliocene,4
35.4803201,32.75033492,Early Pliocene,4
35.48268733,32.75011965,Early Pliocene,4
35.48678373,32.74923542,Early Pliocene,4
35.4897528,32.74896177,Early Pliocene,4
35.4920254,32.74773094,Early Pliocene,4
35.49546395,32.74586735,Early Pliocene,4
35.49710052,32.74418046,Early Pliocene,4
35.49801907,32.74155119,Early Pliocene,4
35.49790463,32.74054806,Early Pliocene,4
35.5000867,32.73830259,Early Pliocene,4
35.50112374,32.73667785,Early Pliocene,4
35.5038563,32.73387159,Early Pliocene,4
35.50547648,32.73167081,Early Pliocene,4
35.50602695,32.73110843,Early Pliocene,4
35.50694422,32.72796823,Early Pliocene,4
35.50664348,32.72444061,Early Pliocene,4
35.50757469,32.72183036,Early Pliocene,4
35.50921047,32.72015981,Early Pliocene,4
35.51076199,32.71748838,Early Pliocene,4
35.51289287,32.71476928,Early Pliocene,4
35.51330055,32.71272055,Early Pliocene,4
35.51428767,32.71011197,Early Pliocene,4
35.51590411,32.70795048,Early Pliocene,4
35.51743978,32.70530782,Early Pliocene,4
35.51894607,32.7031809,Early Pliocene,4
35.51935713,32.70165292,Early Pliocene,4
35.52132793,32.69849107,Early Pliocene,4
35.52225801,32.69642006,Early Pliocene,4
35.52392642,32.69476916,Early Pliocene,4
35.52729252,32.69345556,Early Pliocene,4
35.52906218,32.69180227,Early Pliocene,4
35.53221932,32.6905129,Early Pliocene,4
35.53393426,32.69034797,Early Pliocene,4
35.53706249,32.68955284,Early Pliocene,4
35.54137241,32.68913919,Early Pliocene,4
35.54397986,32.68790081,Early Pliocene,4
35.54776703,32.68703492,Early Pliocene,4
35.55004314,32.68730726,Early Pliocene,4
35.5519889,32.68910625,Early Pliocene,4
35.55356402,32.69193907,Early Pliocene,4
35.55377358,32.69391508,Early Pliocene,4
35.55397156,32.69589856,Early Pliocene,4
35.55428222,32.69785501,Early Pliocene,4
35.55514029,32.70028017,Early Pliocene,4
35.55594543,32.70221435,Early Pliocene,4
35.55675247,32.7041529,Early Pliocene,4
35.5582627,32.70651329,Early Pliocene,4
35.55861581,32.70844281,Early Pliocene,4
35.55887985,32.70988541,Early Pliocene,4
35.55933502,32.7128042,Early Pliocene,4
35.55939169,32.71330254,Early Pliocene,4
35.55984621,32.71729713,Early Pliocene,4
35.56007217,32.71930124,Early Pliocene,4
35.56023478,32.72081283,Early Pliocene,4
35.56050646,32.72333797,Early Pliocene,4
35.56061537,32.72435008,Early Pliocene,4
35.56210255,32.72731231,Early Pliocene,4
35.5629043,32.72930868,Early Pliocene,4
35.56376434,32.7318226,Early Pliocene,4
35.56167322,32.73400501,Early Pliocene,4
35.55962097,32.73614172,Early Pliocene,4
35.55822711,32.7387223,Early Pliocene,4
35.5567926,32.74135136,Early Pliocene,4
35.55423998,32.74400554,Early Pliocene,4
35.55281308,32.74604752,Early Pliocene,4
35.55188197,32.74757518,Early Pliocene,4
35.55140313,32.74921661,Early Pliocene,4
35.55099108,32.75251898,Early Pliocene,4
35.55051124,32.75359204,Early Pliocene,4
35.54913526,32.75614287,Early Pliocene,4
35.54809827,32.75780393,Early Pliocene,4
35.54656299,32.76114867,Early Pliocene,4
35.54606296,32.76283752,Early Pliocene,4
35.54449733,32.76623491,Early Pliocene,4
35.54344933,32.76910425,Early Pliocene,4
35.54184775,32.77196789,Early Pliocene,4
35.54077424,32.77368695,Early Pliocene,4
35.53969838,32.77540965,Early Pliocene,4
35.53808184,32.77829872,Early Pliocene,4
35.53646017,32.78180097,Early Pliocene,4
35.53539602,32.78350952,Early Pliocene,4
35.53486961,32.78405345,Early Pliocene,4
35.53333162,32.78865728,Early Pliocene,4
35.53168301,32.78977909,Early Pliocene,4
35.53068499,32.79200118,Early Pliocene,4
35.52924394,32.79647484,Early Pliocene,4
35.5276885,32.79928833,Early Pliocene,4
35.5272172,32.80097348,Early Pliocene,4
35.52625106,32.80438453,Early Pliocene,4
35.52465357,32.80788551,Early Pliocene,4
35.52298325,32.80964279,Early Pliocene,4
35.52140658,32.81311366,Early Pliocene,4
35.52081692,32.81312945,Early Pliocene,4
35.5200332,32.81627014,Early Pliocene,4
35.52016047,32.81981024,Early Pliocene,4
35.51974834,32.82267133,Early Pliocene,4
35.51879638,32.82483483,Early Pliocene,4
35.51833604,32.8277841,Early Pliocene,4
35.51733157,32.83003581,Early Pliocene,4
35.51013621,32.68817121,Early Pliocene,5
35.50838468,32.68813612,Early Pliocene,5
35.5047764,32.68702489,Early Pliocene,5
35.50590088,32.6843818,Early Pliocene,5
35.5080709,32.68136204,Early Pliocene,5
35.50970274,32.67959598,Early Pliocene,5
35.51126755,32.67732559,Early Pliocene,5
35.51302403,32.67657773,Early Pliocene,5
35.51458847,32.67429875,Early Pliocene,5
35.51614996,32.67202412,Early Pliocene,5
35.5170404,32.66932433,Early Pliocene,5
35.51684904,32.66780076,Early Pliocene,5
35.51719798,32.66569248,Early Pliocene,5
35.51748278,32.66307972,Early Pliocene,5
35.51709675,32.66005107,Early Pliocene,5
35.51506936,32.65883607,Early Pliocene,5
35.51244156,32.65767562,Early Pliocene,5
35.50865962,32.65717275,Early Pliocene,5
35.5068274,32.65743005,Early Pliocene,5
35.5038187,32.65774923,Early Pliocene,5
35.50200191,32.65796327,Early Pliocene,5
35.49890448,32.65781992,Early Pliocene,5
35.49641055,32.65760494,Early Pliocene,5
35.49371514,32.65588728,Early Pliocene,5
35.49223393,32.65402618,Early Pliocene,5
35.4919453,32.65206119,Early Pliocene,5
35.49169218,32.65003765,Early Pliocene,5
35.49262263,32.6473196,Early Pliocene,5
35.4941489,32.64455138,Early Pliocene,5
35.49584395,32.64332918,Early Pliocene,5
35.49833746,32.64354239,Early Pliocene,5
35.50090402,32.64423684,Early Pliocene,5
35.50473013,32.64531003,Early Pliocene,5
35.50727781,32.64602456,Early Pliocene,5
35.50915371,32.64631023,Early Pliocene,5
35.51169168,32.64703563,Early Pliocene,5
35.51407299,32.64681824,Early Pliocene,5
35.51771248,32.64631676,Early Pliocene,5
35.52010997,32.64604704,Early Pliocene,5
35.52162102,32.64391436,Early Pliocene,5
35.52260589,32.64232821,Early Pliocene,5
35.52338322,32.6392738,Early Pliocene,5
35.52311256,32.63729785,Early Pliocene,5
35.52402542,32.63522973,Early Pliocene,5
35.52674737,32.63362512,Early Pliocene,5
35.52895921,32.63253759,Early Pliocene,5
35.53117676,32.63145254,Early Pliocene,5
35.53342405,32.63027628,Early Pliocene,5
35.53507728,32.62914151,Early Pliocene,5
35.53855682,32.62853561,Early Pliocene,5
35.54079817,32.62745521,Early Pliocene,5
35.54178742,32.62590111,Early Pliocene,5
35.54451435,32.62371024,Early Pliocene,5
35.54677737,32.62260204,Early Pliocene,5
35.54837722,32.62101071,Early Pliocene,5
35.55072347,32.62037906,Early Pliocene,5
35.55307821,32.61968745,Early Pliocene,5
35.55449661,32.62111956,Early Pliocene,5
35.55416413,32.62319996,Early Pliocene,5
35.55194402,32.62490896,Early Pliocene,5
35.55093817,32.62650889,Early Pliocene,5
35.54932152,32.62822409,Early Pliocene,5
35.54711266,32.62986084,Early Pliocene,5
35.54544465,32.63093958,Early Pliocene,5
35.54265104,32.63256315,Early Pliocene,5
35.54092617,32.63313033,Early Pliocene,5
35.53815072,32.63474401,Early Pliocene,5
35.53723138,32.63680043,Early Pliocene,5
35.53690249,32.63885403,Early Pliocene,5
35.53597899,32.64093286,Early Pliocene,5
35.53505503,32.64301509,Early Pliocene,5
35.53469827,32.64519692,Early Pliocene,5
35.53492208,32.64743062,Early Pliocene,5
35.53460564,32.6502591,Early Pliocene,5
35.53367291,32.65236951,Early Pliocene,5
35.53332915,32.65449654,Early Pliocene,5
35.53239788,32.65659765,Early Pliocene,5
35.53270121,32.65929823,Early Pliocene,5
35.53294657,32.66145512,Early Pliocene,5
35.53326914,32.66407816,Early Pliocene,5
35.53353224,32.66615681,Early Pliocene,5
35.5337956,32.66823752,Early Pliocene,5
35.53405925,32.67032027,Early Pliocene,5
35.53187764,32.67183289,Early Pliocene,5
35.53029583,32.67335395,Early Pliocene,5
35.52867233,32.67508613,Early Pliocene,5
35.52754517,32.67562706,Early Pliocene,5
35.52551859,32.67974074,Early Pliocene,5
35.52452333,32.68211168,Early Pliocene,5
35.5228462,32.6832496,Early Pliocene,5
35.52056255,32.68521708,Early Pliocene,5
35.51829683,32.6863317,Early Pliocene,5
35.51600415,32.68830662,Early Pliocene,5
35.514294,32.69030233,Early Pliocene,5
35.51135083,32.69022927,Early Pliocene,5
35.50900372,32.69017853,Early Pliocene,5
35.50779659,32.6902711,Early Pliocene,5
35.52126034,32.61875618,Early Pliocene,6
35.51763727,32.6191133,Early Pliocene,6
35.5140158,32.61946597,Early Pliocene,6
35.51047838,32.62029298,Early Pliocene,6
35.50640553,32.62168143,Early Pliocene,6
35.50350686,32.62300352,Early Pliocene,6
35.50114448,32.62376238,Early Pliocene,6
35.49817181,32.62458677,Early Pliocene,6
35.49525677,32.6253316,Early Pliocene,6
35.49296338,32.62599882,Early Pliocene,6
35.49074836,32.627157,Early Pliocene,6
35.48663706,32.6274393,Early Pliocene,6
35.48546531,32.62751903,Early Pliocene,6
35.48336341,32.62515104,Early Pliocene,6
35.48201333,32.62371087,Early Pliocene,6
35.48150445,32.62027725,Early Pliocene,6
35.48094556,32.61749911,Early Pliocene,6
35.48076344,32.61544743,Early Pliocene,6
35.48042698,32.61243493,Early Pliocene,6
35.4822077,32.6122606,Early Pliocene,6
35.48581117,32.61187161,Early Pliocene,6
35.48878571,32.61157158,Early Pliocene,6
35.49113244,32.61136403,Early Pliocene,6
35.49406771,32.61110437,Early Pliocene,6
35.49587404,32.61146558,Early Pliocene,6
35.49886776,32.61171326,Early Pliocene,6
35.50106661,32.61111795,Early Pliocene,6
35.50338168,32.61038683,Early Pliocene,6
35.50391814,32.6086745,Early Pliocene,6
35.50499496,32.60640199,Early Pliocene,6
35.50474251,32.6038577,Early Pliocene,6
35.50352788,32.6034479,Early Pliocene,6
35.49881503,32.60334619,Early Pliocene,6
35.49698923,32.60302167,Early Pliocene,6
35.49516375,32.60269718,Early Pliocene,6
35.49219325,32.60300648,Early Pliocene,6
35.4902833,32.60166214,Early Pliocene,6
35.48837652,32.60031998,Early Pliocene,6
35.48643236,32.59847254,Early Pliocene,6
35.48564174,32.5965327,Early Pliocene,6
35.48194564,32.59592778,Early Pliocene,6
35.48090126,32.59701813,Early Pliocene,6
35.47930553,32.59920823,Early Pliocene,6
35.47822873,32.60085739,Early Pliocene,6
35.47534773,32.60270478,Early Pliocene,6
35.47298697,32.60346902,Early Pliocene,6
35.47065618,32.60421176,Early Pliocene,6
35.46664719,32.60452873,Early Pliocene,6
35.46467295,32.60270225,Early Pliocene,6
35.4649799,32.60016682,Early Pliocene,6
35.46490497,32.59915563,Early Pliocene,6
35.46434489,32.59526002,Early Pliocene,6
35.46347597,32.59336794,Early Pliocene,6
35.46203411,32.59152369,Early Pliocene,6
35.45963412,32.59125052,Early Pliocene,6
35.4573042,32.59146511,Early Pliocene,6
35.45439328,32.59173316,Early Pliocene,6
35.45264756,32.59189388,Early Pliocene,6
35.44907064,32.59225284,Early Pliocene,6
35.44607824,32.59255621,Early Pliocene,6
35.44407619,32.59075666,Early Pliocene,6
35.44322148,32.58834271,Early Pliocene,6
35.44483814,32.58668842,Early Pliocene,6
35.4463647,32.58506677,Early Pliocene,6
35.44798863,32.58341135,Early Pliocene,6
35.44839368,32.58137366,Early Pliocene,6
35.44815741,32.57941191,Early Pliocene,6
35.4479276,32.57694228,Early Pliocene,6
35.44762152,32.57399272,Early Pliocene,6
35.44853175,32.57193096,Early Pliocene,6
35.4506743,32.57024557,Early Pliocene,6
35.45221852,32.56811723,Early Pliocene,6
35.45325179,32.56653164,Early Pliocene,6
35.45479026,32.56440774,Early Pliocene,6
35.45578107,32.56233527,Early Pliocene,6
35.45738225,32.56020637,Early Pliocene,6
35.4590171,32.55857104,Early Pliocene,6
35.46177387,32.55633914,Early Pliocene,6
35.46406141,32.55562916,Early Pliocene,6
35.46639055,32.55491371,Early Pliocene,6
35.46864273,32.55371751,Early Pliocene,6
35.4708812,32.55252317,Early Pliocene,6
35.47251821,32.55138691,Early Pliocene,6
35.47462938,32.54971409,Early Pliocene,6
35.4762317,32.54857984,Early Pliocene,6
35.47892746,32.54684998,Early Pliocene,6
35.48053579,32.54571474,Early Pliocene,6
35.48262237,32.54355679,Early Pliocene,6
35.48353501,32.54151102,Early Pliocene,6
35.48322257,32.5390942,Early Pliocene,6
35.48296892,32.53716079,Early Pliocene,6
35.48271529,32.53522779,Early Pliocene,6
35.48239838,32.5328121,Early Pliocene,6
35.48214494,32.53088,Early Pliocene,6
35.48189152,32.52894826,Early Pliocene,6
35.48416045,32.5282448,Early Pliocene,6
35.48655329,32.52850673,Early Pliocene,6
35.4884926,32.52978957,Early Pliocene,6
35.49043521,32.53107282,Early Pliocene,6
35.49186565,32.53289553,Early Pliocene,6
35.49212593,32.5348277,Early Pliocene,6
35.49297118,32.53670486,Early Pliocene,6
35.49323148,32.53863701,Early Pliocene,6
35.49349179,32.5405692,Early Pliocene,6
35.49381721,32.54298451,Early Pliocene,6
35.4929075,32.54502827,Early Pliocene,6
35.49082588,32.54718352,Early Pliocene,6
35.48978503,32.54826198,Early Pliocene,6
35.48773632,32.55041793,Early Pliocene,6
35.48614279,32.55203928,Early Pliocene,6
35.48634837,32.5539803,Early Pliocene,6
35.48659791,32.55641188,Early Pliocene,6
35.48894456,32.55668071,Early Pliocene,6
35.49067116,32.55651748,Early Pliocene,6
35.49222682,32.55440004,Early Pliocene,6
35.49376877,32.55228619,Early Pliocene,6
35.49420957,32.55077558,Early Pliocene,6
35.49452696,32.54829803,Early Pliocene,6
35.4949755,32.54727606,Early Pliocene,6
35.49696256,32.5446371,Early Pliocene,6
35.49850135,32.54301977,Early Pliocene,6
35.49997614,32.54091879,Early Pliocene,6
35.50042486,32.53989622,Early Pliocene,6
35.50189991,32.53779464,Early Pliocene,6
35.50381826,32.53466826,Early Pliocene,6
35.5041764,32.53315559,Early Pliocene,6
35.50376096,32.53024652,Early Pliocene,6
35.50355314,32.52879105,Early Pliocene,6
35.50214415,32.52697226,Early Pliocene,6
35.50067274,32.52467166,Early Pliocene,6
35.50042135,32.52228474,Early Pliocene,6
35.49959003,32.52041291,Early Pliocene,6
35.49871041,32.51806639,Early Pliocene,6
35.49848126,32.51615169,Early Pliocene,6
35.49842399,32.51567335,Early Pliocene,6
35.49802373,32.51232867,Early Pliocene,6
35.49796661,32.51185141,Early Pliocene,6
35.49754799,32.50850203,Early Pliocene,6
35.49892838,32.50590674,Early Pliocene,6
35.50133646,32.5066213,Early Pliocene,6
35.50145109,32.50757459,Early Pliocene,6
35.50357717,32.51073799,Early Pliocene,6
35.50510837,32.51351081,Early Pliocene,6
35.50650842,32.5153182,Early Pliocene,6
35.509524,32.51643656,Early Pliocene,6
35.51239053,32.51612823,Early Pliocene,6
35.51216016,32.51421249,Early Pliocene,6
35.51193013,32.51229956,Early Pliocene,6
35.51169823,32.51038743,Early Pliocene,6
35.5113442,32.50751865,Early Pliocene,6
35.51110851,32.50560893,Early Pliocene,6
35.5102005,32.50282713,Early Pliocene,6
35.50993151,32.50047212,Early Pliocene,6
35.51211497,32.4992861,Early Pliocene,6
35.51353453,32.5015171,Early Pliocene,6
35.51432843,32.50334341,Early Pliocene,6
35.51583851,32.50608761,Early Pliocene,6
35.5166531,32.50793873,Early Pliocene,6
35.51873533,32.5106227,Early Pliocene,6
35.52072386,32.51237465,Early Pliocene,6
35.52155979,32.5142494,Early Pliocene,6
35.5240579,32.51545268,Early Pliocene,6
35.52502542,32.51388283,Early Pliocene,6
35.52581904,32.51088356,Early Pliocene,6
35.52558758,32.50898135,Early Pliocene,6
35.52591777,32.50700287,Early Pliocene,6
35.52734444,32.5044245,Early Pliocene,6
35.52773803,32.50293257,Early Pliocene,6
35.53049664,32.50165432,Early Pliocene,6
35.53340134,32.50136762,Early Pliocene,6
35.5353309,32.50262611,Early Pliocene,6
35.53564145,32.50501327,Early Pliocene,6
35.53595206,32.50740361,Early Pliocene,6
35.53632534,32.51027746,Early Pliocene,6
35.53669946,32.51315768,Early Pliocene,6
35.53694936,32.51508143,Early Pliocene,6
35.53726228,32.51749008,Early Pliocene,6
35.53757529,32.51990246,Early Pliocene,6
35.53899451,32.52171598,Early Pliocene,6
35.54048548,32.5240258,Early Pliocene,6
35.54354254,32.5247001,Early Pliocene,6
35.54667338,32.52586864,Early Pliocene,6
35.54810764,32.52769501,Early Pliocene,6
35.54837048,32.5296486,Early Pliocene,6
35.54804688,32.53166589,Early Pliocene,6
35.54713626,32.53374292,Early Pliocene,6
35.54557241,32.53538886,Early Pliocene,6
35.54472714,32.53795432,Early Pliocene,6
35.54381233,32.5400272,Early Pliocene,6
35.54289639,32.54210108,Early Pliocene,6
35.54197914,32.54417615,Early Pliocene,6
35.54099744,32.54576186,Early Pliocene,6
35.53871618,32.54647953,Early Pliocene,6
35.53689391,32.54615914,Early Pliocene,6
35.53377282,32.54497349,Early Pliocene,6
35.53002461,32.5433596,Early Pliocene,6
35.52763538,32.54309958,Early Pliocene,6
35.52468267,32.5428976,Early Pliocene,6
35.5223737,32.54312591,Early Pliocene,6
35.51949414,32.54341057,Early Pliocene,6
35.51710191,32.54266873,Early Pliocene,6
35.51423348,32.54295254,Early Pliocene,6
35.51194348,32.5431791,Early Pliocene,6
35.50978532,32.54485615,Early Pliocene,6
35.50817708,32.54696659,Early Pliocene,6
35.50656911,32.54908685,Early Pliocene,6
35.50556918,32.55115853,Early Pliocene,6
35.504594,32.55323333,Early Pliocene,6
35.5059226,32.55459448,Early Pliocene,6
35.50770756,32.55442103,Early Pliocene,6
35.51196739,32.55399805,Early Pliocene,6
35.51443353,32.5547486,Early Pliocene,6
35.51532687,32.55663005,Early Pliocene,6
35.51637453,32.55947112,Early Pliocene,6
35.51883653,32.56022131,Early Pliocene,6
35.5217222,32.5599549,Early Pliocene,6
35.52527577,32.56011385,Early Pliocene,6
35.52822144,32.55982199,Early Pliocene,6
35.53054429,32.55960473,Early Pliocene,6
35.53340761,32.55936161,Early Pliocene,6
35.5356835,32.5591829,Early Pliocene,6
35.53798434,32.55899669,Early Pliocene,6
35.54017487,32.55781569,Early Pliocene,6
35.54179784,32.55667326,Early Pliocene,6
35.5433734,32.55502305,Early Pliocene,6
35.54593843,32.55628301,Early Pliocene,6
35.54501729,32.55837544,Early Pliocene,6
35.54344348,32.56002376,Early Pliocene,6
35.5425466,32.56208653,Early Pliocene,6
35.5422342,32.56409903,Early Pliocene,6
35.54139337,32.56666161,Early Pliocene,6
35.54165189,32.56864437,Early Pliocene,6
35.54132455,32.57067627,Early Pliocene,6
35.54041129,32.57275488,Early Pliocene,6
35.54008363,32.57478759,Early Pliocene,6
35.53910632,32.57636809,Early Pliocene,6
35.53760968,32.57848812,Early Pliocene,6
35.53605113,32.58010842,Early Pliocene,6
35.53449496,32.58172618,Early Pliocene,6
35.53259298,32.58540357,Early Pliocene,6
35.53166496,32.58750582,Early Pliocene,6
35.53018802,32.58959312,Early Pliocene,6
35.5292933,32.59163752,Early Pliocene,6
35.52896361,32.59366808,Early Pliocene,6
35.52931602,32.59670364,Early Pliocene,6
35.52903895,32.59925748,Early Pliocene,6
35.52986396,32.60187742,Early Pliocene,6
35.53174189,32.60343839,Early Pliocene,6
35.53410832,32.60393695,Early Pliocene,6
35.53651063,32.60439062,Early Pliocene,6
35.53895072,32.60477031,Early Pliocene,6
35.54140327,32.60513116,Early Pliocene,6
35.54386912,32.60547254,Early Pliocene,6
35.54507288,32.60537539,Early Pliocene,6
35.54828332,32.60669325,Early Pliocene,6
35.54983047,32.60913483,Early Pliocene,6
35.55010015,32.61119382,Early Pliocene,6
35.54916405,32.61331672,Early Pliocene,6
35.54682073,32.61397024,Early Pliocene,6
35.54442078,32.61408592,Early Pliocene,6
35.54209685,32.61470405,Early Pliocene,6
35.53968836,32.61492317,Early Pliocene,6
35.53606013,32.615312,Early Pliocene,6
35.53302261,32.61566915,Early Pliocene,6
35.53000648,32.61595417,Early Pliocene,6
35.52700133,32.61621239,Early Pliocene,6
35.52524362,32.61692434,Early Pliocene,6
35.52238582,32.61816587,Early Pliocene,6
35.52005273,32.61887522,Early Pliocene,6
35.51928238,32.61799198,Early Pliocene,6
35.51018373,32.89100415,Early Pliocene,7
35.5082807,32.89151583,Early Pliocene,7
35.50690763,32.89250149,Early Pliocene,7
35.50443793,32.89343609,Early Pliocene,7
35.50285156,32.89337786,Early Pliocene,7
35.50053954,32.89108259,Early Pliocene,7
35.49890324,32.88992966,Early Pliocene,7
35.49669955,32.887885,Early Pliocene,7
35.49462802,32.88720506,Early Pliocene,7
35.4924844,32.88616946,Early Pliocene,7
35.49046793,32.88591051,Early Pliocene,7
