Downloaded from PINT v8.0.0 at 2022/01/19 11:07:33

SELECT RefIncluded.[UID], RefIncluded.[REF], RefIncluded.[IDENT], RefIncluded.[SLAT],RefIncluded.[SLONG], RefIncluded.[AGE], RefIncluded.[DAGE], RefIncluded.[INTM], RefIncluded.[NINT], RefIncluded.[B], RefIncluded.[DB], RefIncluded.[DB%], RefIncluded.[DBN(%)], RefIncluded.[VDM], RefIncluded.[VADM], RefIncluded.[VDM/VADM], RefIncluded.[QAGE], RefIncluded.[QSTAT], RefIncluded.[QTRM],RefIncluded.[QALT],RefIncluded.[QMD], RefIncluded.[QACN], RefIncluded.[QTECH], RefIncluded.[QLITH],RefIncluded.[QMAG],RefIncluded.[QDIR], RefIncluded.[QPI]  FROM PINTmethodsLookup INNER JOIN RefIncluded ON PINTmethodsLookup.[UID] = RefIncluded.[UID] WHERE (RefIncluded.[AGE] >= 0.05) AND (RefIncluded.[AGE] <= 3) AND ((PINTmethodsLookup.[T+]=Yes) OR (PINTmethodsLookup.[LTD-T+]=Yes) OR (PINTmethodsLookup.[LTD-DHT-S]=Yes) OR (PINTmethodsLookup.[M+]=Yes)) AND (RefIncluded.[NINT] >= 3) ORDER BY RefIncluded.[UID];

UID | REF | IDENT | SLAT | SLONG | AGE | DAGE | INTM | NINT | B | DB | DB% | DBN(%) | VDM/VADM | VDM | VADM | QAGE | QSTAT | QTRM | QALT | QMD | QACN | QTECH | QLITH | QMAG | QDIR | QPI
4127 | 717 | T09 | -35.1 | 347.7 | 0.077 | 0.013 | T+ | 5 | 8.000 | 1.000 | 12.5 | 19.4 | 1.500 | 1.436 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
4129 | 718 | LT11 | 65.7 | 342.3 | 2.7 |  | T+ | 3 | 44.100 | 1.200 | 2.7 | 4.7 |  | 6.690 | 6.1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
4130 | 718 | LT13A_b | 65.7 | 342.3 | 2.7 |  | T+ | 6 | 38.500 | 4.000 | 10.4 | 15.6 |  | 5.210 | 5.33 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 4
4131 | 718 | LT42 | 65.7 | 342.3 | 2.7 |  | T+ | 4 | 37.600 | 3.200 | 8.5 | 13.8 |  | 5.120 | 5.2 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 4
4132 | 718 | LT43A | 65.7 | 342.3 | 2.7 |  | T+ | 4 | 38.400 | 1.600 | 4.2 | 6.7 |  | 5.370 | 5.31 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
4133 | 718 | LT45 | 65.7 | 342.3 | 2.7 |  | T+ | 8 | 54.400 | 3.300 | 6.1 | 8.6 |  | 7.390 | 7.53 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 4
4134 | 718 | LT46 | 65.7 | 342.3 | 2.7 |  | T+;S | 4 | 40.500 | 4.900 | 12.1 | 19.7 |  | 5.550 | 5.6 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 4
4135 | 718 | LT50 | 65.7 | 342.3 | 2.7 |  | T+ | 5 | 51.600 | 2.000 | 3.9 | 6 |  | 8.310 | 7.14 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 4
4136 | 718 | LT50D | 65.7 | 342.3 | 2.7 |  | T+ | 4 | 30.400 | 0.800 | 2.6 | 4.2 |  | 4.640 | 4.21 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
4137 | 718 | LT51 | 65.7 | 342.3 | 2.7 |  | T+;S | 3 | 33.000 | 3.200 | 9.7 | 16.9 |  | 5.350 | 4.57 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
4138 | 718 | LT51B | 65.7 | 342.3 | 2.7 |  | T+ | 7 | 41.800 | 2.800 | 6.7 | 9.7 |  | 6.630 | 5.78 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 4
4139 | 718 | LT53E | 65.7 | 342.3 | 2.7 |  | T+ | 4 | 66.300 | 8.400 | 12.7 | 20.7 |  | 8.720 | 9.17 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
4140 | 719 | h16a | 19.7 | 205.0 | 0.077 |  | T+ | 9 | 26.080 | 1.300 | 5 | 6.9 |  |  | 5.83 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
4141 | 719 | h20a | 19.7 | 205.0 | 0.088 |  | T+ | 4 | 41.230 | 1.980 | 4.8 | 7.8 |  |  | 9.199 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
4142 | 719 | h24a | 19.7 | 205.0 | 0.103 |  | T+ | 3 | 35.410 | 2.410 | 6.8 | 11.8 |  |  | 7.9 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
4143 | 719 | h26b | 19.7 | 205.0 | 0.112 |  | T+ | 3 | 26.650 | 0.280 | 1.1 | 1.8 |  |  | 5.946 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
4144 | 719 | h88a | 19.7 | 205.0 | 0.345 |  | T+ | 6 | 39.020 | 2.010 | 5.2 | 7.7 |  |  | 8.706 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
4145 | 719 | h89a | 19.7 | 205.0 | 0.346 |  | T+ | 4 | 31.450 | 2.090 | 6.6 | 10.8 |  |  | 7.017 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
4146 | 719 | h98a | 19.7 | 205.0 | 0.354 |  | T+ | 5 | 39.300 | 0.560 | 1.4 | 2.2 |  |  | 8.768 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
4147 | 719 | h110b | 19.7 | 205.0 | 0.362 |  | T+ | 3 | 45.720 | 0.050 | 0.1 | 0.2 |  |  | 10.201 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
4148 | 719 | h119a | 19.7 | 205.0 | 0.367 |  | T+ | 6 | 44.310 | 2.460 | 5.6 | 8.3 |  |  | 9.886 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
4149 | 719 | h127a | 19.7 | 205.0 | 0.374 |  | T+ | 5 | 29.100 | 0.650 | 2.2 | 3.4 |  |  | 6.493 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
4150 | 719 | h136b | 19.7 | 205.0 | 0.38 |  | T+ | 5 | 21.390 | 3.170 | 14.8 | 23.2 |  |  | 4.772 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
4151 | 719 | h154b | 19.7 | 205.0 | 0.395 |  | T+ | 6 | 22.530 | 0.700 | 3.1 | 4.6 |  |  | 5.027 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
4152 | 719 | h157b | 19.7 | 205.0 | 0.4 |  | T+ | 6 | 34.730 | 3.890 | 11.2 | 16.8 |  |  | 7.749 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
4153 | 719 | h158a | 19.7 | 205.0 | 0.4 |  | T+ | 4 | 30.650 | 1.550 | 5.1 | 8.2 |  |  | 6.83 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
4154 | 719 | h162a | 19.7 | 205.0 | 0.403 |  | T+ | 3 | 33.990 | 2.080 | 6.1 | 10.6 |  |  | 7.584 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
4155 | 719 | h164a | 19.7 | 205.0 | 0.403 |  | T+ | 4 | 29.720 | 1.650 | 5.6 | 9 |  |  | 6.631 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
4175 | 724 | BL8097 | 45.8 | 237.2 | 0.095 | 0.009 | W;T+ | 4 | 30.900 |  |  |  |  | 5.800 |  | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4176 | 724 | T0260 | 45.5 | 237.4 | 0.134 |  | W;T+ | 5 | 66.000 |  |  |  |  | 1.100 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4177 | 724 | T5025 | 45.7 | 237.9 | 0.281 | 0.005 | W;T+ | 9 | 21.400 |  |  |  |  | 3.000 |  | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4178 | 724 | BL8073 | 45.4 | 122.5 | 0.339 | 0.003 | W;T+ | 11 | 41.600 |  |  |  |  | 7.100 |  | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4179 | 724 | T2271 | 45.5 | 237.5 | 0.344 | 0.005 | W;T+ | 6 | 25.700 |  |  |  |  | 5.000 |  | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4180 | 724 | BL8113 | 45.5 | 238.0 | 0.662 | 0.008 | W;T+ | 7 | 37.700 |  |  |  |  | 6.100 |  | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4181 | 724 | T5073 | 45.7 | 237.8 | 1.031 |  | W;T+ | 6 | 23.300 |  |  |  |  | 4.800 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4182 | 724 | T3256 | 45.4 | 237.5 | 1.585 | 0.016 | W;T+ | 8 | 40.700 |  |  |  |  | 7.500 |  | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4183 | 724 | T6279 | 45.5 | 238.0 | 1.694 | 0.013 | T+ | 11 | 12.400 |  |  |  |  | 2.000 |  | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4195 | 731 | TB | 50.4 | 7.4 | 0.202 | 0.013 | MSP_DB;PsT;M+;T+ | 10 | 40.384 | 4.738 | 11.7 | 16.2 |  | 5.582 |  | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 8
4196 | 731 | EI1 | 50.4 | 7.4 | 0.213 | 0.04 | PsT;T+ | 5 | 35.730 | 3.795 | 10.6 | 16.5 |  | 5.535 |  | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 8
4197 | 731 | EI2 | 50.4 | 7.4 | 0.213 | 0.04 | MSP_DB;M+;T+ | 9 | 28.449 | 3.662 | 12.9 | 18.1 |  | 4.442 |  | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 8
4198 | 731 | PL | 50.4 | 7.4 | 0.213 | 0.04 | MSP_DB;PsT;M+;T+ | 9 | 31.279 | 4.901 | 15.7 | 22.1 |  | 4.626 |  | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 8
4199 | 731 | pH2 | 50.4 | 7.4 | 0.238 | 0.02 | PsT;T+;M+ | 4 | 41.990 | 11.935 | 28.4 | 48.8 |  | 8.190 |  | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 7
4200 | 731 | KB | 50.4 | 7.3 | 0.243 | 0.065 | PsT;T+;M+ | 7 | 29.154 | 4.141 | 14.2 | 20.8 |  | 4.349 |  | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 8
4202 | 731 | VK | 50.4 | 7.3 | 0.268 | 0.03 | PsT;T+;M+ | 5 | 41.228 | 5.767 | 14 | 21.8 |  | 8.411 |  | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 8
4203 | 731 | HS | 50.4 | 7.2 | 0.35 | 0.05 | PsT;T+;M+ | 5 | 38.548 | 3.260 | 8.5 | 13.1 |  | 9.936 |  | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 7
4239 | 735 | EH1 | 27.8 | 342.0 | 0.27 |  | PsT;T+ | 6 | 19.200 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 3
4241 | 735 | EH3 | 27.8 | 342.0 | 0.27 |  | PsT;T+ | 11 | 14.800 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4
4242 | 735 | EH4 | 27.8 | 342.0 | 0.27 |  | PsT;MSP_DB;T+ | 11 | 13.300 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4
4243 | 735 | EH7 | 27.8 | 342.0 | 0.27 |  | T+ | 3 | 33.500 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 3
4245 | 735 | EH11 | 27.8 | 342.0 | 0.3 |  | PsT;T+ | 5 | 32.900 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 3
4246 | 735 | EH14 | 27.8 | 342.0 | 0.3 |  | PsT;T+ | 10 | 35.800 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4247 | 735 | EH16 | 27.8 | 342.0 | 0.4 |  | MSP_DB;T+ | 6 | 28.900 | 6.400 | 22.1 |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4
4249 | 735 | EH18 | 27.8 | 342.0 | 0.4 |  | PsT;T+ | 6 | 32.300 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4
4250 | 735 | EH19 | 27.8 | 342.0 | 0.4 |  | PsT;MSP_DSC;T+ | 7 | 30.700 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4
4251 | 735 | EH20 | 27.8 | 342.0 | 0.4 |  | PsT;MSP_DB;T+ | 7 | 23.400 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4
4252 | 735 | EH21 | 27.8 | 342.0 | 0.4 |  | PsT;MSP_DB;T+ | 5 | 25.100 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4
4253 | 735 | EH22 | 27.8 | 342.0 | 0.4 |  | PsT;T+ | 8 | 28.000 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4254 | 735 | EH23 | 27.8 | 342.0 | 0.4 |  | PsT;T+ | 11 | 18.700 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4
4255 | 735 | EH25 | 27.8 | 342.0 | 0.4 |  | PsT;T+ | 10 | 50.800 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4256 | 735 | EH26 | 27.8 | 342.0 | 0.4 |  | PsT;MSP_DSC;T+ | 3 | 23.800 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4257 | 735 | EH27 | 27.8 | 342.0 | 0.4 |  | PsT;T+ | 7 | 27.000 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4
4258 | 735 | EH28 | 27.8 | 342.0 | 0.4 |  | PsT;MSP_DSC;T+ | 8 | 38.400 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 4
4259 | 735 | EH29 | 27.8 | 342.0 | 0.4 |  | MSP_DSC;T+ | 5 | 21.000 |  |  |  |  |  |  | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
4315 | 743 | 60 | 20.7 | 203.7 | 0.749 | 0.004 | LTD-DHT-S | 4 | 25.100 | 0.600 | 2.4 | 3.9 |  | 5.490 | 5.55 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
4316 | 743 | 59 | 20.7 | 203.7 | 0.773 | 0.002 | LTD-DHT-S | 4 | 11.000 | 0.700 | 6.4 | 10.3 |  | 2.340 | 2.43 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
4318 | 743 | 53 | 20.7 | 203.7 | 0.773 | 0.002 | LTD-DHT-S | 3 | 6.500 | 1.800 | 27.7 | 51.3 |  | 1.370 | 1.44 | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 3
4323 | 144;601 | FL8 | 64.4 | 338.6 | 2.138 | 0.01 | T+;M | 8 | 50.613 | 26.319 | 52 | 84.7 |  | 8.127 |  | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 6
4324 | 144;601 | HU12 | 64.4 | 338.6 | 2.148 | 0.01 | T+;M | 4 | 12.625 | 4.277 | 33.9 | 59.7 |  | 3.174 |  | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 5
4325 | 144;601 | PV&#39;1 | 64.4 | 338.6 | 2.148 | 0.01 | T+;M | 5 | 10.360 | 1.939 | 18.7 | 29.5 |  | 2.583 |  | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 7
4326 | 144;601 | PV&#39;2 | 64.4 | 338.6 | 2.148 | 0.01 | T+;M | 5 | 11.660 | 3.917 | 33.6 | 55.8 |  | 2.917 |  | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 6
4327 | 144;601 | PV5 | 64.4 | 338.6 | 2.148 | 0.01 | T+;M | 5 | 6.940 | 1.410 | 20.3 | 32.1 |  | 1.782 |  | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 6
4328 | 144;601 | PV8 | 64.4 | 338.6 | 2.148 | 0.01 | T+;M | 5 | 8.000 | 1.942 | 24.3 | 38.9 |  | 1.943 |  | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 6
4329 | 144;601 | PV9 | 64.4 | 338.6 | 2.148 | 0.01 | T+;M | 5 | 11.940 | 2.497 | 20.9 | 33.1 |  | 2.957 |  | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 6
4330 | 144;601 | HU4B | 64.4 | 338.6 | 2.4 | 0.2 | T+;M | 7 | 27.814 | 9.355 | 33.6 | 51.9 |  | 3.961 |  | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 1 | 6
4331 | 144;601 | HU7 | 64.4 | 338.6 | 2.4 | 0.2 | T+;M | 10 | 59.730 | 17.696 | 29.6 | 42.2 |  | 8.285 |  | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 7
4332 | 144;601 | HU8 | 64.4 | 338.6 | 2.4 | 0.2 | T+;M | 7 | 32.357 | 11.864 | 36.7 | 57.2 |  | 4.644 |  | 1 | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 7
4364 | 723;727 | Ig1Eb | 37.6 | 241.4 | 0.767 | 0 | T+ | 21 | 39.600 | 9.900 | 25 | 31.9 |  |  | 7.0426 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 5
