Downloaded from PINT v8.0.0 at 2022/01/19 11:07:33

SELECT RefIncluded.[UID], RefIncluded.[REF], RefIncluded.[IDENT], RefIncluded.[SLAT],RefIncluded.[SLONG], RefIncluded.[AGE], RefIncluded.[DAGE], RefIncluded.[INTM], RefIncluded.[NINT], RefIncluded.[B], RefIncluded.[DB], RefIncluded.[DB%], RefIncluded.[DBN(%)], RefIncluded.[VDM], RefIncluded.[VADM], RefIncluded.[VDM/VADM], RefIncluded.[QAGE], RefIncluded.[QSTAT], RefIncluded.[QTRM],RefIncluded.[QALT],RefIncluded.[QMD], RefIncluded.[QACN], RefIncluded.[QTECH], RefIncluded.[QLITH],RefIncluded.[QMAG],RefIncluded.[QDIR], RefIncluded.[QPI]  FROM PINTmethodsLookup INNER JOIN RefIncluded ON PINTmethodsLookup.[UID] = RefIncluded.[UID] WHERE (RefIncluded.[AGE] >= 0.05) AND (RefIncluded.[AGE] <= 3) AND ((PINTmethodsLookup.[T+]=Yes) OR (PINTmethodsLookup.[LTD-T+]=Yes) OR (PINTmethodsLookup.[LTD-DHT-S]=Yes) OR (PINTmethodsLookup.[M+]=Yes)) AND (RefIncluded.[NINT] >= 3) ORDER BY RefIncluded.[UID];

UID | REF | IDENT | SLAT | SLONG | AGE | DAGE | INTM | NINT | B | DB | DB% | DBN(%) | VDM/VADM | VDM | VADM | QAGE | QSTAT | QTRM | QALT | QMD | QACN | QTECH | QLITH | QMAG | QDIR | QPI
3667 | 680 | flow 99 | 19.7 | 205.0 | 0.355 |  | T+ | 3 | 25.500 | 6.100 | 23 | 43.5 |  | 6.454 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3673 | 680 | flow 105 | 19.7 | 205.0 | 0.358 |  | T+ | 3 | 23.600 | 3.300 | 13 | 24.6 |  | 5.920 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3675 | 680 | flow 109 | 19.7 | 205.0 | 0.361 |  | T+ | 3 | 46.100 | 5.100 | 11 | 19.3 |  | 11.849 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3676 | 680 | flow 110 | 19.7 | 205.0 | 0.362 |  | T+ | 3 | 41.200 | 6.800 | 16 | 29.2 |  | 9.868 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3677 | 680 | flow 111 | 19.7 | 205.0 | 0.362 |  | T+ | 3 | 38.000 | 0.800 | 2 | 3.6 |  | 9.171 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3679 | 680 | flow 114 | 19.7 | 205.0 | 0.363 |  | T+ | 3 | 53.600 | 7.000 | 13 | 22.9 |  | 12.563 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3685 | 680 | flow 120 | 19.7 | 205.0 | 0.369 |  | T+ | 3 | 36.000 | 5.900 | 16 | 29 |  | 8.196 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3691 | 680 | flow 127 | 19.7 | 205.0 | 0.374 |  | T+ | 3 | 39.500 | 5.300 | 13 | 23.6 |  | 8.887 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3692 | 680 | flow 128 | 19.7 | 205.0 | 0.375 |  | T+ | 3 | 42.500 | 0.300 | 0 | 1.2 |  | 10.041 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3693 | 680 | flow 130 | 19.7 | 205.0 | 0.376 |  | T+ | 3 | 43.700 | 8.400 | 19 | 34.3 |  | 11.094 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3694 | 680 | flow 131 | 19.7 | 205.0 | 0.376 |  | T+ | 3 | 37.300 | 3.000 | 8 | 14 |  | 9.496 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3695 | 680 | flow 132 | 19.7 | 205.0 | 0.377 |  | T+ | 3 | 38.600 | 2.200 | 5 | 9.9 |  | 9.974 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3696 | 680 | flow 133 | 19.7 | 205.0 | 0.378 |  | T+ | 3 | 59.800 | 6.600 | 11 | 19.3 |  | 13.780 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3701 | 680 | flow 138 | 19.7 | 205.0 | 0.382 |  | T+ | 3 | 26.300 | 2.000 | 7 | 13.2 |  | 6.502 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3710 | 680 | flow 147 | 19.7 | 205.0 | 0.391 |  | T+ | 3 | 33.200 | 3.900 | 11 | 20.6 |  | 6.949 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3711 | 680 | flow 148 | 19.7 | 205.0 | 0.392 |  | T+ | 3 | 25.800 | 7.800 | 30 | 56.7 |  | 6.161 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3712 | 680 | flow 149 | 19.7 | 205.0 | 0.393 |  | T+ | 3 | 28.000 | 6.600 | 23 | 42.8 |  | 6.645 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3713 | 680 | flow 151 | 19.7 | 205.0 | 0.394 |  | T+ | 3 | 21.800 | 1.700 | 7 | 13.6 |  | 4.735 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3714 | 680 | flow 152 | 19.7 | 205.0 | 0.395 |  | T+ | 3 | 31.600 | 2.000 | 6 | 11 |  | 7.631 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3715 | 680 | flow 153 | 19.7 | 205.0 | 0.395 |  | T+ | 3 | 29.200 | 4.100 | 14 | 24.7 |  | 7.222 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2
3716 | 680 | flow 154 | 19.7 | 205.0 | 0.395 |  | T+ | 3 | 27.800 | 2.600 | 9 | 16.3 |  | 6.520 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3718 | 680 | flow 156 | 19.7 | 205.0 | 0.399 |  | T+ | 3 | 21.700 | 2.800 | 12 | 22.6 |  | 5.225 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
3752 | 682 | BA1a | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 3 | 42.600 | 1.800 | 4 | 7.3 |  | 6.104 |  | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
3753 | 682 | BA1b | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 5 | 47.400 | 1.500 | 3 | 4.9 |  | 6.791 |  | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 5
3754 | 682 | BA1c | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 6 | 43.200 | 4.400 | 10 | 15.2 |  | 6.218 |  | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 5
3755 | 682 | BA1d | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 5 | 40.600 | 1.800 | 4 | 6.8 |  | 5.864 |  | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 5
3756 | 682 | BA1e | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 3 | 39.100 | 3.700 | 9 | 16.5 |  | 5.442 |  | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 4
3758 | 682 | GF1d | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 3 | 29.300 | 2.000 | 6 | 11.9 |  | 4.533 |  | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
3760 | 682 | GF1f | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 6 | 33.000 | 2.600 | 7 | 11.8 |  | 5.172 |  | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 5
3761 | 682 | GF1g | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 7 | 31.700 | 2.500 | 7 | 11.5 |  | 4.836 |  | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 5
3762 | 682 | GF2a | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 5 | 35.900 | 1.200 | 3 | 5.2 |  | 5.598 |  | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 5
3763 | 682 | GF2b | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 6 | 35.100 | 1.200 | 3 | 5.1 | 5.400 | 5.452 |  | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 6
3764 | 682 | GF2c | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 5 | 43.000 | 1.800 | 4 | 6.5 |  | 6.687 |  | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 5
3765 | 682 | GF2f | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 5 | 31.300 | 2.200 | 6 | 10.9 |  | 4.855 |  | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 5
3766 | 682 | GF3 | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 4 | 39.900 | 5.600 | 13 | 23 |  | 5.605 |  | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
3767 | 682 | GM1a | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 4 | 36.800 | 1.000 | 2 | 4.4 |  | 5.170 |  | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3
3768 | 682 | GM1b | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 6 | 38.100 | 3.600 | 9 | 14.1 |  | 5.381 |  | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 6
3770 | 682 | GS1b | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 4 | 46.900 | 6.000 | 12 | 20.9 |  | 6.953 |  | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 4
3771 | 682 | GS1c | 66.1 | 342.8 | 0.862 | 0.051 | T+ | 4 | 26.400 | 4.500 | 17 | 28.1 |  | 3.853 |  | 1 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
3783 | 685 | JM021 | 70.9 | 8.8 | 0.144 | 0.015 | T+ | 3 | 62.500 | 2.900 | 5 | 8 |  | 9.133 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
3786 | 685 | JM012 | 70.8 | 9.0 | 0.293 | 0.022 | T+ | 4 | 30.400 | 3.600 | 12 | 19.3 |  | 4.890 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
3819 | 688 | MC24 | 45.9 | 3.1 | 0.063 |  | T+ | 6 | 52.200 | 11.600 | 22 | 34.1 |  | 8.564 |  | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
3821 | 689 | Aso4 | 33.1 | 131.3 | 0.089 | 0.007 | LTD-DHT-S | 7 | 40.100 | 6.200 | 16 | 22.7 |  | 8.492 |  | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 7
3822 | 689 | Aso3 | 32.8 | 131.2 | 0.123 | 0.006 | LTD-DHT-S | 10 | 28.300 | 3.400 | 12 | 16.6 |  | 5.413 |  | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 7
3823 | 689 | Aso2 | 33.0 | 131.2 | 0.141 | 0.005 | LTD-DHT-S | 5 | 22.900 | 1.600 | 7 | 10.8 |  | 3.113 |  | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 1 | 7
3824 | 689 | Aso1 | 33.0 | 130.8 | 0.266 | 0.014 | LTD-DHT-S | 9 | 24.900 | 2.200 | 9 | 12.3 |  | 4.901 |  | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 6
3939 | 704 | Flow 4 | 33.3 | 126.5 | 0.077 | 0.024 | T+ | 5 | 43.300 | 0.900 | 2 | 3.2 | 8.100 |  |  | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 5
3940 | 704 | Flow 5 | 33.3 | 126.5 | 0.101 | 0.025 | T+ | 5 | 22.300 | 1.800 | 8 | 12.5 | 4.200 |  |  | 0 | 1 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 5
3943 | 704 | Flow 14 | 33.3 | 126.5 | 0.212 | 0.119 | T+ | 4 | 34.400 | 1.600 | 5 | 7.5 | 6.400 |  |  | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 4
3946 | 704 | Flow 19 | 33.3 | 126.5 | 0.308 | 40 | T+ | 4 | 26.400 | 3.500 | 13 | 21.7 | 4.900 |  |  | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 4
3962 | 706 | TT31-32 | 28.3 | 343.5 | 0.98 | 0.026 | T+ | 4 | 29.800 | 6.400 | 21.5 | 35.9 |  | 6.900 | 6 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
3965 | 706 | TT37 | 28.3 | 343.5 | 0.991 | 0.023 | T+ | 3 | 19.500 | 4.600 | 23.6 | 42.8 |  | 4.900 | 3.9 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
3970 | 706 | TT26 | 28.3 | 343.5 | 1.002 | 0.006 | T+ | 3 | 8.200 | 1.600 | 19.5 | 34.9 |  | 2.000 | 1.6 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 3
3972 | 707 | A15 | 64.2 | 340.9 | 0.061 | 0.099 | T+ | 7 | 19.030 | 0.730 | 3.8 | 5.6 | 2.660 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3973 | 707 | A24 | 64.7 | 342.2 | 0.061 | 0.099 | T+ | 4 | 62.190 | 5.030 | 8.1 | 13.1 | 8.660 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3974 | 707 | A26 | 64.7 | 342.1 | 0.061 | 0.099 | T+ | 3 | 40.100 | 2.830 | 7.1 | 12.3 | 5.580 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3975 | 707 | A28 | 64.0 | 341.2 | 0.061 | 0.099 | T+ | 4 | 31.190 | 1.870 | 6 | 9.7 | 4.360 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3976 | 707 | A30 | 64.1 | 341.5 | 0.061 | 0.099 | T+ | 3 | 29.090 | 0.650 | 2.3 | 3.9 | 4.060 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3977 | 707 | A31 | 64.1 | 341.5 | 0.061 | 0.099 | T+ | 3 | 59.500 | 0.590 | 1 | 1.7 | 8.310 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3978 | 707 | A34 | 64.1 | 340.9 | 0.061 | 0.099 | T+ | 8 | 30.670 | 1.110 | 3.6 | 5.1 | 4.280 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3979 | 707 | A35 | 64.2 | 340.9 | 0.061 | 0.099 | T+ | 5 | 12.840 | 0.850 | 6.6 | 10.2 | 1.790 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3980 | 707 | A8 | 64.7 | 340.4 | 0.061 | 0.099 | T+ | 5 | 78.450 | 2.220 | 2.8 | 4.4 | 10.900 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3981 | 707 | ICE08R-14 | 64.2 | 341.4 | 0.061 | 0.099 | T+ | 6 | 28.580 | 0.210 | 0.7 | 1.1 | 3.990 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3982 | 707 | ICE08R-15 | 64.8 | 342.2 | 0.061 | 0.099 | T+ | 3 | 33.060 | 1.900 | 5.8 | 10 | 4.600 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3983 | 707 | ICE08R-23 | 64.3 | 341.5 | 0.061 | 0.099 | T+ | 3 | 36.100 | 3.770 | 10.4 | 18.2 | 5.040 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3984 | 707 | ICE08R-24 | 64.3 | 341.6 | 0.061 | 0.099 | T+ | 3 | 35.240 | 3.220 | 9.1 | 15.9 | 4.920 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3985 | 707 | KVK117 | 64.9 | 343.7 | 0.061 | 0.099 | T+ | 7 | 25.940 | 1.000 | 3.8 | 5.6 | 3.610 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3986 | 707 | KVK77 | 64.8 | 343.5 | 0.061 | 0.099 | T+ | 6 | 20.290 | 3.180 | 15.7 | 23.7 | 2.820 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3987 | 707 | NAL-356 | 65.0 | 343.8 | 0.061 | 0.099 | T+ | 7 | 34.800 | 1.900 | 5.5 | 7.9 | 4.830 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3988 | 707 | NAL-500 | 64.8 | 342.5 | 0.061 | 0.099 | T+ | 4 | 30.790 | 1.410 | 4.6 | 7.4 | 4.280 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3989 | 707 | NAL-584 | 65.2 | 343.1 | 0.061 | 0.099 | T+ | 6 | 35.300 | 3.550 | 10.1 | 15.1 | 4.900 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3990 | 707 | NAL-595 | 61.8 | 342.8 | 0.061 | 0.099 | T+ | 7 | 62.380 | 5.330 | 8.6 | 12.4 | 8.680 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3991 | 707 | NAL-611 | 64.8 | 342.8 | 0.061 | 0.099 | T+ | 14 | 57.620 | 4.590 | 8 | 10.5 | 8.020 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3992 | 707 | isl007 | 64.1 | 338.7 | 0.066 | 0.089 | T+ | 5 | 17.510 | 0.650 | 3.7 | 5.7 | 2.450 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3993 | 707 | isl011 | 64.1 | 338.8 | 0.066 | 0.089 | T+ | 10 | 26.530 | 2.540 | 9.6 | 13.2 | 3.710 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3994 | 707 | isl013 | 64.0 | 338.6 | 0.066 | 0.089 | T+ | 14 | 41.150 | 2.860 | 7 | 9.1 | 5.750 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3995 | 707 | isl020 | 64.0 | 343.2 | 0.39 | 0.78 | T+ | 6 | 30.940 | 0.720 | 2.3 | 3.5 | 4.330 |  |  | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 4
3996 | 707 | NAL-455 | 64.7 | 343.4 | 0.39 | 0.78 | T+ | 4 | 43.690 | 1.980 | 4.5 | 7.3 | 6.080 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3997 | 707 | isl14b | 64.0 | 338.8 | 0.445 | 0.67 | T+ | 3 | 61.980 | 4.990 | 8.1 | 14 | 8.660 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
3998 | 707 | NAL-460 | 65.9 | 342.8 | 0.445 | 0.67 | T+ | 3 | 25.410 | 1.590 | 6.3 | 10.9 | 3.510 |  |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 3
4070 | 711 | DB18  | 11.8 | 41.7 | 1.93 | 0.07 | T+;LTD-DHT-S | 3 | 36.100 | 14.500 | 40.1 | 80.7 |  | 8.874 |  | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4072 | 711 | DB16  | 11.8 | 41.7 | 1.98 |  | T+;LTD-DHT-S | 4 | 21.500 | 2.900 | 13.5 | 22.1 | 0.514 | 5.144 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4073 | 711 | DB15  | 11.8 | 41.7 | 2 |  | T+;LTD-DHT-S | 5 | 15.400 | 7.800 | 50.5 | 93.3 |  | 3.775 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4074 | 711 | DB14  | 11.8 | 41.7 | 2.02 |  | T+;LTD-DHT-S | 6 | 18.400 | 1.400 | 7.6 | 11.4 | 0.476 | 4.753 |  | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4075 | 711 | DB13  | 11.8 | 41.7 | 2.04 |  | T+;LTD-DHT-S | 4 | 11.200 | 1.700 | 15.2 | 24.9 | 0.289 | 2.892 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4076 | 711 | DB12  | 11.8 | 41.7 | 2.07 |  | T+;LTD-DHT-S | 6 | 38.900 | 13.600 | 34.9 | 56 |  | 9.067 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4077 | 711 | DB9A2  | 11.8 | 41.7 | 2.09 |  | T+;LTD-DHT-S | 3 | 3.630 | 0.460 | 12.7 | 22.2 | 0.088 | 0.875 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4080 | 711 | DB9B  | 11.8 | 41.7 | 2.13 |  | T+;LTD-DHT-S | 3 | 17.600 | 1.200 | 6.8 | 11.8 | 0.403 | 4.029 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4081 | 711 | DB7  | 11.8 | 41.7 | 2.18 |  | T+;LTD-DHT-S | 7 | 21.300 | 2.700 | 12.9 | 18.5 | 0.478 | 4.777 |  | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4082 | 711 | DB4  | 11.8 | 41.7 | 2.21 |  | T+;LTD-DHT-S | 4 | 7.610 | 0.360 | 4.7 | 7.6 | 0.197 | 1.968 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4084 | 711 | DB3  | 11.8 | 41.7 | 2.22 |  | T+;LTD-DHT-S | 3 | 5.260 | 0.980 | 18.6 | 33.2 | 0.134 | 1.343 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4085 | 711 | DB2  | 11.8 | 41.7 | 2.23 |  | T+;LTD-DHT-S | 9 | 27.700 | 3.800 | 13.6 | 19.3 | 0.700 | 7.015 |  | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4086 | 711 | DB1  | 11.8 | 41.7 | 2.25 |  | T+;LTD-DHT-S | 4 | 18.900 | 2.600 | 13.8 | 22.5 | 0.487 | 4.870 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4088 | 711 | DB(-1)B  | 11.8 | 41.7 | 2.27 |  | T+;LTD-DHT-S | 3 | 31.300 | 12.200 | 39 | 77.6 |  | 7.907 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4092 | 711 | DB(-5)  | 11.8 | 41.7 | 2.33 |  | T+;LTD-DHT-S | 3 | 12.100 | 2.000 | 16.5 | 29.3 | 0.305 | 3.045 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4093 | 711 | DB(-6)  | 11.8 | 41.7 | 2.34 |  | T+;LTD-DHT-S | 3 | 33.500 | 11.700 | 34.9 | 67.5 |  | 8.377 |  | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4100 | 713 | LZ3 | 28.9 | 346.2 | 0.92 | 0.3 | T+;MSP_DB | 6 | 45.800 | 5.200 | 11.4 | 17 |  | 10.400 | 9.1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 5
4101 | 713 | LZ1 | 29.0 | 346.2 | 1.3 | 1.28 | T+ | 6 | 46.900 | 3.100 | 6.6 | 9.9 |  | 9.100 | 9.3 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
4103 | 713 | LZ4 | 29.0 | 346.2 | 1.3 | 1.28 | T+;MSP_DB | 6 | 29.400 | 4.600 | 15.6 | 23.6 |  | 6.200 | 5.8 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
4105 | 713 | LZ7 | 29.1 | 346.3 | 1.3 | 1.28 | T+;MSP_DB | 3 | 28.200 | 2.500 | 8.9 | 15.4 |  | 5.400 | 5.6 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 4
4111 | 714 | SR6 | 41.5 | 43.3 | 2.07 |  | T+ | 7 | 22.300 | 16.600 | 74.4 | 148.9 |  | 3.573 |  | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 2
4112 | 714 | SR11 | 41.5 | 43.3 | 2.1 |  | T+;M;S | 3 | 62.700 | 6.200 | 9.9 | 17.3 |  | 0.801 |  | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 2
4114 | 714 | SR12 | 41.5 | 43.3 | 2.12 |  | T+;M;S | 3 | 61.700 | 7.100 | 11.5 | 20.1 |  | 10.554 |  | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 2
4116 | 714 | SR17 | 41.5 | 43.3 | 2.15 |  | T+ | 3 | 68.800 | 3.800 | 5.5 | 9.6 |  | 11.768 |  | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 2
4117 | 714 | SR25 | 41.5 | 43.3 | 2.15 |  | T+;M;S | 3 | 39.600 | 0.300 | 0.8 | 1.3 |  | 6.773 |  | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1
4124 | 717 | T25-28 | -35.1 | 347.7 | 0.055 | 0.014 | T+ | 7 | 24.000 | 4.000 | 16.7 | 24.5 | 4.300 | 4.021 |  | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 5
4125 | 717 | T19 | -35.1 | 347.7 | 0.065 | 0.014 | T+ | 5 | 22.000 | 5.000 | 22.7 | 26.5 |  | 4.064 |  | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 3
4126 | 717 | T10-11 | -35.1 | 347.7 | 0.077 | 0.014 | T+ | 11 | 15.000 | 3.000 | 20 | 27.5 | 2.700 | 2.842 |  | 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 4
